63
t_index	tf-idf
289	0.12251384904296621
412	0.05600035685673768
471	0.11566892307490996
1040	0.03448381543457501
1537	0.06668080910665576
1660	0.07620640902830972
1669	0.05034224615678584
1806	0.06698956299366185
1976	0.08445945978939469
1996	0.1266858652762121
2167	0.06637566645904337
2393	0.08213887334038508
2498	0.025565430629337447
2709	0.051175844191491716
2757	0.10717884824004925
2781	0.09906892060074286
2794	0.04308408852813372
2863	0.24502769808593242
3050	0.08105165773832844
3107	0.0696006802730673
3442	0.11990840522209309
4162	0.3078495517395976
4377	0.10443005571261488
4776	0.20886011142522976
5186	0.09216794351744034
5315	0.03439462082134509
5429	0.05768412808286534
5538	0.1539247758697988
5595	0.08213887334038508
5614	0.10576826693376998
5689	0.07449501535496629
6349	0.17014671264802636
6442	0.04501752097963228
7113	0.27175885071655165
7677	0.060113672964533856
7804	0.10867007690253522
8399	0.021353990123989672
9187	0.14059764237331754
9211	0.06116788185848505
9441	0.026208059152381086
9461	0.059022339304020434
9712	0.3290062336776914
9884	0.16427774668077016
9885	0.09967339587874481
9899	0.14982490928764064
9926	0.182586910169197
10218	0.12833553017814303
10259	0.12002726373727733
10478	0.0682624690519122
10528	0.182586910169197
10719	0.07288900692548042
11080	0.06350580921804214
11441	0.06043292061029971
11485	0.09565169729306006
11620	0.07174622282753193
11659	0.021625474352689193
11830	0.11566892307490996
11841	0.03177078631090149
12099	0.14641932350849435
12423	0.06141754308385597
12509	0.30660957008073664
12773	0.10717884824004925
12862	0.053476739040986876
