296
t_index	tf-idf
4	0.044927019756174226
32	0.07443048836364939
46	0.04293394265470677
65	0.0288881611611089
66	0.04356559678208797
126	0.08525810076516684
129	0.029887462707984418
148	0.03725167897055335
173	0.06700873522241028
240	0.06101440467589525
242	0.041201627787859345
342	0.06748253101610172
348	0.02795890904892654
376	0.025180242488776136
384	0.053085753029600016
413	0.015472077473354764
478	0.03330163005754802
583	0.07659297814225584
586	0.03628320285377748
614	0.05604513407033755
638	0.05611800364779487
660	0.023945655912228053
667	0.07443048836364939
705	0.04147508551165157
742	0.03381668428873217
778	0.019326332515658615
801	0.11621581300547505
836	0.07147110732291184
846	0.054483068392933334
847	0.044228846468741756
849	0.044228846468741756
940	0.045663999888360916
949	0.025019486220732103
960	0.04293394265470677
1029	0.06367574553958925
1059	0.06700873522241028
1150	0.07443048836364939
1181	0.03943070378244253
1279	0.05797899754697585
1340	0.06700873522241028
1455	0.07824579409827524
1460	0.02977263749085139
1500	0.024781947397894265
1524	0.06700873522241028
1554	0.032008950641203425
1560	0.033138333058883966
1690	0.03405333237041246
1720	0.023799110446220885
1885	0.0438930758829441
1897	0.06700873522241028
1917	0.02281627349454751
2017	0.04356559678208797
2078	0.01948328381172648
2160	0.017620579303457937
2202	0.05012637198886248
2204	0.057142241303373136
2218	0.03486722143566403
2222	0.07824579409827524
2252	0.04356559678208797
2255	0.047273515454420725
2260	0.047708381617569955
2347	0.02815985576796384
2360	0.06227843017625593
2386	0.0206947855613285
2397	0.04940740785537737
2418	0.03520729724134431
2441	0.046048439261738044
2467	0.04356559678208797
2483	0.04293394265470677
2498	0.012995876783013513
2591	0.08763890008448785
2670	0.030120139373063664
2727	0.06269800413924262
2798	0.07490831938675675
2849	0.026101019291021998
2925	0.053085753029600016
2926	0.046048439261738044
2951	0.047273515454420725
2972	0.020868909240647594
2998	0.032144974702666716
3010	0.0598604398049634
3035	0.04815799178416322
3070	0.07824579409827524
3080	0.036662149483347804
3085	0.03160905412186679
3242	0.07824579409827524
3255	0.05604513407033755
3272	0.02209210092466182
3294	0.040933694842206575
3350	0.03829648907112792
3455	0.07147110732291184
3465	0.03421216336738801
3503	0.047273515454420725
3569	0.03966966934184588
3633	0.05012637198886248
3700	0.053085753029600016
3766	0.07443048836364939
3780	0.02826148254672246
3794	0.0877861517658882
3815	0.03628320285377748
3846	0.042039520895377866
3848	0.029545927188502432
3873	0.046048439261738044
3874	0.04910569698090327
3897	0.07659297814225584
3914	0.05879889502742774
3923	0.029887462707984418
3937	0.03685576211508213
4060	0.041201627787859345
4067	0.046048439261738044
4171	0.06101440467589525
4220	0.06227843017625593
4276	0.0874202913521159
4287	0.023158985839065272
4300	0.0598604398049634
4310	0.018666888892951736
4343	0.07443048836364939
4346	0.040160919196435135
4468	0.06367574553958925
4474	0.0598604398049634
4551	0.07443048836364939
4595	0.029658797910055774
4651	0.06905311695161932
4708	0.030481507296757797
4833	0.07147110732291184
4858	0.03270346689573475
4886	0.07443048836364939
4939	0.14294221464582368
4972	0.026813256450113856
5041	0.055241116408393964
5054	0.022285713556396147
5093	0.047273515454420725
5117	0.01660837585741691
5296	0.10364345505847868
5300	0.07824579409827524
5315	0.034968177197823795
5494	0.10364345505847868
5516	0.048623380929098445
5581	0.06700873522241028
5619	0.04960621788077182
5666	0.12455686035251186
5671	0.042039520895377866
5712	0.0288881611611089
5715	0.032991787592876805
5729	0.035556323430176506
5744	0.09443517210915618
5765	0.042810864287147296
5800	0.046048439261738044
5841	0.1111567295587907
5852	0.0360977140996215
5995	0.06295678140610411
6100	0.07824579409827524
6146	0.05182172752923934
6184	0.02473144717404103
6221	0.05604513407033755
6396	0.040671067849707976
6442	0.045768222269384776
6444	0.07824579409827524
6446	0.07824579409827524
6447	0.1795813194148902
6450	0.05879889502742774
6454	0.01985689245380998
6501	0.032561623514418554
6547	0.13478105926852266
6557	0.025843492175429923
6585	0.02550772158963227
6901	0.08845769293748351
7015	0.03187430755852328
7067	0.07824579409827524
7071	0.05690105876422587
7135	0.08634490996443936
7183	0.018038687721909932
7276	0.040413540734115905
7439	0.021838270597869146
7516	0.038965314637507305
7589	0.047480427222228554
7597	0.04147508551165157
7600	0.06144068537518287
7641	0.03991301983424735
7794	0.036662149483347804
7843	0.04147508551165157
7850	0.052438686663724296
7877	0.042331010205539886
7898	0.035556323430176506
7912	0.01460643329956497
7927	0.04293394265470677
7996	0.015202588932165407
8009	0.10170036242993138
8013	0.047708381617569955
8135	0.07824579409827524
8160	0.05012637198886248
8305	0.03437291963543205
8336	0.0598604398049634
8351	0.042039520895377866
8398	0.02878163665481312
8430	0.03725167897055335
8551	0.039498137707888
8617	0.021775564903123296
8620	0.032561623514418554
8621	0.07824579409827524
8746	0.09209687852347609
8760	0.03966966934184588
8766	0.055241116408393964
8785	0.07443048836364939
8791	0.04529039124627742
8794	0.009204794305773829
8808	0.04324600951706838
8817	0.047273515454420725
8829	0.05376601648347747
8884	0.04960621788077182
8916	0.06700873522241028
8927	0.03358794322547723
8968	0.028675960958382395
8978	0.06367574553958925
9093	0.05066776265830749
9143	0.044228846468741756
9198	0.024939832949869806
9207	0.06367574553958925
9262	0.03421216336738801
9293	0.04910569698090327
9322	0.029103811924472006
9337	0.13050509645511
9369	0.031741017695550655
9397	0.03991301983424735
9399	0.04910569698090327
9422	0.0438930758829441
9475	0.045663999888360916
9577	0.041201627787859345
9620	0.078391935849583
9781	0.02281627349454751
9950	0.06657303187656141
10103	0.0828303602922359
10110	0.02795890904892654
10126	0.054483068392933334
10204	0.023439678427327998
10207	0.04470176869922456
10208	0.05066776265830749
10259	0.06101440467589525
10326	0.07824579409827524
10376	0.05879889502742774
10449	0.05376601648347747
10451	0.042039520895377866
10619	0.07824579409827524
10670	0.13047562243398694
10752	0.05879889502742774
10796	0.023654166602066037
10815	0.040160919196435135
10885	0.07443048836364939
10913	0.029212966694829284
10922	0.07962499638858717
10953	0.027760961646853904
11029	0.07443048836364939
11081	0.055241116408393964
11091	0.0360977140996215
11099	0.04457333933682156
11167	0.02836389409602079
11209	0.03966966934184588
11210	0.01851925586864046
11315	0.13810623390323865
11386	0.037052243186263566
11407	0.06367574553958925
11492	0.031478390703052056
11493	0.13410530609767368
11554	0.037868638105038314
11564	0.0288881611611089
11644	0.032144974702666716
11817	0.036471322741704996
11841	0.01615029412890545
11870	0.14820897274505426
11883	0.037659779777025726
11890	0.05604513407033755
11894	0.09921243576154364
11998	0.05066776265830749
12117	0.06367574553958925
12148	0.05684635238450856
12243	0.06227843017625593
12272	0.06523781121699347
12382	0.05690105876422587
12391	0.09162467003898261
12394	0.05066776265830749
12425	0.05455729119009816
12490	0.055241116408393964
12521	0.054483068392933334
12548	0.13699199966508274
12601	0.06700873522241028
12628	0.03966966934184588
12662	0.035556323430176506
12734	0.0598604398049634
12778	0.053085753029600016
12816	0.05376601648347747
12869	0.03982226955563218
12876	0.048623380929098445
12880	0.038515704470914035
12881	0.04960621788077182
12885	0.04147508551165157
12963	0.10065175088801101
