t_index	term	df
4793	grimfac	3
4794	grin	5
4795	grind	4
4796	grip	18
4797	grisli	2
4798	gritti	1
4799	groan	1
4800	groceri	2
4801	groh	1
4802	groom	1
4803	groov	2
4804	grope	1
4805	grosanc	1
4806	grosjean	17
4807	gross	2
4808	grotesqu	3
4809	ground	104
4810	groundbreak	1
4811	groundless	3
4812	groundstrok	12
4813	groundwork	3
4814	grove	1
4815	grow	61
4816	grown	16
4817	growth	8
4818	grubac	2
4819	gruber	1
4820	grucci	3
4821	grudg	1
4822	grudgingli	1
4823	gruel	5
4824	gruesom	2
4825	grumbl	2
4826	gruntlik	4
4827	gu	1
4828	guadalup	2
4829	guarante	21
4830	guaranti	2
4831	guard	80
4832	guardao	2
4833	guardian	5
4834	guardsmen	2
4835	guatemala	23
4836	guatemalan	2
4837	gubernatori	3
4838	guei	38
4839	guerilla	4
4840	guerrilla	18
4841	guess	16
4842	guest	14
4843	guevara	1
4844	guid	22
4845	guidedmissil	4
4846	guidelin	11
4847	guido	1
4848	guie	3
4849	guillermo	1
4850	guilt	4
4851	guilti	41
4852	guinea	2
4853	guis	3
4854	gujarat	39
4855	gujarati	2
4856	gujral	1
4857	gulch	1
4858	gulf	93
4859	gull	1
4860	gullast	1
4861	gun	49
4862	gunboat	2
4863	gunfight	1
4864	gunfir	9
4865	gungho	1
4866	gunman	2
4867	gunmen	1
4868	gunn	4
4869	gunrun	2
4870	gunshot	8
4871	guntot	1
4872	gupta	2
4873	gurney	1
4874	guru	1
4875	gustavo	17
4876	gut	4
4877	gutman	1
4878	guy	33
4879	guzman	2
4880	guzun	1
4881	gymnasium	3
4882	gyro	2
4883	gyrocompass	1
4884	gyroscop	3
4885	haaretz	1
4886	haass	4
4887	habiar	1
4888	habib	1
4889	habit	2
4890	haddock	1
4891	hadhramaut	6
4892	hadi	1
4893	hadnt	7
4894	hadramaut	2
4895	hager	2
4896	hagerstown	2
4897	haggard	1
4898	haggl	1
4899	hagu	33
4900	hahdramaut	1
4901	hai	2
4902	haider	1
4903	haight	1
4904	hail	11
4905	haiphong	1
4906	hair	15
4907	hairbreadth	1
4908	hairstyl	5
4909	hairstylist	1
4910	haiti	1
4911	haitian	1
4912	hale	1
4913	halevi	2
4914	haley	1
4915	half	108
4916	halfbroth	1
4917	halfburi	1
4918	halfdozen	2
4919	halfeaten	1
4920	halfexpress	1
4921	halffinish	2
4922	halfhour	2
4923	halfinch	3
4924	halfmil	2
4925	halfmillion	1
4926	halfpric	1
4927	halfsist	1
4928	halfstaff	3
4929	halfvolley	1
4930	halfway	4
4931	haliberton	1
4932	halliburton	4
4933	halloffam	1
4934	hallway	3
4935	halprin	15
4936	halt	22
4937	hama	9
4938	hamhand	2
4939	hamilton	5
4940	hammer	12
4941	hammerfest	1
4942	hammock	1
4943	hamper	15
4944	hampshir	4
4945	hampton	1
4946	hamstr	1
4947	hamza	2
4948	hancock	1
4949	hand	152
4950	handcarri	1
4951	handcuf	3
4952	handgun	12
4953	handi	3
4954	handicap	1
4955	handili	1
4956	handl	37
4957	handler	1
4958	handov	6
4959	handpick	5
4960	handshak	4
4961	handsom	2
4962	handson	4
4963	handwring	3
4964	handwritten	4
4965	hang	23
4966	hangar	4
4967	hankey	1
4968	hanoi	39
4969	hanov	1
4970	hantuchova	6
4971	haphazard	1
4972	happen	145
4973	happi	36
4974	happier	4
4975	happiest	3
4976	happili	1
4977	harakiri	1
4978	haraldseid	1
4979	harass	5
4980	harbor	99
4981	harborsid	1
4982	harbour	1
4983	harburi	3
4984	hard	79
4985	hardbal	1
4986	hardcourt	3
4987	hardedg	1
4988	harden	4
4989	harder	10
4990	harderlin	1
4991	hardest	16
4992	hardestfought	1
4993	hardesthit	5
4994	hardfought	1
4995	hardhit	7
4996	hardi	2
4997	hardli	15
4998	hardlin	4
4999	hardship	6
5000	hardwar	1
5001	haren	13
5002	harerb	1
5003	harin	1
5004	harjivan	3
5005	harlem	1
5006	harley	1
5007	harm	8
5008	harmless	1
5009	harold	14
5010	harp	1
5011	harper	19
5012	harpoon	1
5013	harri	5
5014	harrison	2
5015	harrow	1
5016	harsh	16
5017	harshli	3
5018	hart	5
5019	harvard	2
5020	harvest	1
5021	harvey	1
5022	hashim	1
5023	hasid	3
5024	hasnt	22
5025	hass	1
5026	hassl	1
5027	hast	3
5028	hasten	1
5029	hastert	5
5030	hasti	2
5031	hastili	4
5032	hatch	24
5033	hate	6
5034	hatefil	2
5035	hatim	1
5036	hatr	8
5037	haul	6
5038	haunt	8
5039	haut	1
5040	havana	1
5041	haven	17
5042	havent	32
5043	havetohav	1
5044	haviar	2
5045	havoc	3
5046	haw	6
5047	hawaii	10
5048	hawk	2
5049	hawkin	25
5050	hawknos	1
5051	hawley	1
5052	hayat	2
5053	hazard	1
5054	head	204
5055	headach	2
5056	headband	4
5057	headdress	1
5058	headi	2
5059	headlight	1
5060	headlin	25
5061	headlinenewscom	2
5062	headmast	1
5063	headphon	1
5064	headquart	54
5065	headset	1
5066	headtohead	2
5067	headtoto	2
5068	headup	1
5069	headway	1
5070	heal	15
5071	heali	1
5072	health	72
5073	healthcar	1
5074	healthfood	1
5075	healthi	9
5076	heap	11
5077	hear	85
5078	heard	83
5079	heardnb	1
5080	hears	7
5081	hearst	9
5082	heart	42
5083	heartbeat	2
5084	heartbreak	2
5085	hearten	2
5086	heartfelt	3
5087	heat	28
5088	heath	2
5089	heattrap	1
5090	heaven	2
5091	heavi	56
5092	heaviest	2
5093	heavili	31
5094	heavilyarm	1
5095	heavylift	9
5096	heavyweight	6
5097	heck	1
5098	hed	13
5099	hedg	2
5100	heed	9
5101	heel	4
5102	hefe	1
5103	hegemoni	2
5104	heidi	2
5105	height	9
5106	heighten	29
5107	heiress	5
5108	heist	4
5109	heitkamp	2
5110	held	163
5111	helena	1
5112	helicopt	26
5113	hell	15
5114	hello	6
5115	helm	1
5116	helmet	11
5117	help	313
5118	helper	2
5119	helpless	4
5120	helplessli	1
5121	helpnow	2
5122	hemispher	4
5123	henc	3
5124	henderson	1
5125	henhous	1
5126	henin	3
5127	henman	12
5128	henri	35
5129	henrieta	3
5130	herald	6
5131	heraldmail	1
5132	herb	2
5133	herbert	1
5134	herculean	1
5135	herd	5
5136	heremani	1
5137	heritag	2
5138	hermann	1
5139	hernandez	5
5140	hernando	3
5141	hero	15
5142	heroic	8
5143	heroism	1
5144	herwig	1
5145	herzegovina	1
5146	hesit	6
5147	hetal	2
5148	heuberg	1
5149	hewitt	7
5150	hezbollah	4
5151	hiatu	2
5152	hiccup	1
5153	hicham	6
5154	hichim	1
5155	hickl	1
5156	hid	3
5157	hidden	5
5158	hide	53
5159	hideout	6
5160	hien	1
5161	higherlevel	1
5162	higherrank	1
5163	highestprofil	1
5164	highexplos	3
5165	highfli	1
5166	highgrad	1
5167	highhand	1
5168	highland	3
5169	highlevel	7
5170	highli	37
5171	highlight	11
5172	highmax	1
5173	highpoint	1
5174	highpow	3
5175	highprofil	6
5176	highrank	9
5177	highris	8
5178	highsecur	6
5179	highspe	26
5180	highstak	2
5181	hightech	8
5182	highthreat	2
5183	highway	19
5184	hijazi	1
5185	hike	2
5186	hill	32
5187	hillari	59
5188	hilli	6
5189	hillsboro	1
5190	hillsid	18
5191	hilton	2
5192	hinder	2
5193	hindi	1
5194	hindsight	3
5195	hindu	8
5196	hingi	40
5197	hingisrazzano	1
5198	hingissel	1
5199	hint	10
5200	hinterland	3
5201	hip	2
5202	hirashima	3
5203	hire	11
5204	hiro	5
5205	hiromi	1
5206	hisashi	2
5207	hisham	1
5208	hispan	8
5209	histor	30
5210	histori	95
5211	historian	7
5212	historymak	3
5213	hit	114
5214	hitech	1
5215	hitler	2
5216	hitter	1
5217	hiv	1
5218	hive	1
5219	hm	1
5220	hmm	1
5221	hmo	2
5222	hoan	2
5223	hobbl	2
5224	hobe	1
5225	hobnob	1
5226	hodeidah	2
5227	hoe	4
5228	hoeven	1
5229	hoey	1
5230	hoffman	4
5231	holbrook	1
5232	hold	141
5233	holden	3
5234	holder	4
5235	holdov	1
5236	holdup	9
5237	holf	1
5238	holi	22
5239	holiday	26
5240	holiest	2
5241	hollow	1
5242	hollywood	5
5243	holtz	1
5244	homag	1
5245	homback	1
5246	home	316
5247	homebas	2
5248	homecom	6
5249	homegrown	3
5250	homeland	25
5251	homeless	23
5252	homemad	4
5253	homemak	2
5254	homeown	1
5255	homeport	7
5256	homestead	2
5257	hometown	16
5258	homework	1
5259	homicid	1
5260	homili	1
5261	hondura	9
5262	honduran	6
5263	honest	13
5264	honesti	5
5265	honestli	5
5266	honey	1
5267	honeycolor	1
5268	honeymoon	1
5269	hong	1
5270	honk	4
5271	honolulu	1
5272	honor	58
5273	honorif	1
5274	hoogenboom	1
5275	hook	1
5276	hooper	1
5277	hoopla	1
5278	hop	8
5279	hope	224
5280	horiuchi	2
5281	horizon	5
5282	horn	12
5283	horner	1
5284	horrend	3
5285	horribl	8
5286	horrif	6
5287	horrifi	5
5288	horror	3
5289	hors	6
5290	horsch	1
5291	horseback	3
5292	horsepow	1
5293	hosni	6
5294	hospit	88
5295	hoss	1
5296	host	22
5297	hostag	29
5298	hostagetak	2
5299	hostil	15
5300	hostnat	3
5301	hot	13
5302	hotb	2
5303	hotbutton	1
5304	hotel	69
5305	hoteol	1
5306	hothead	2
5307	hotli	9
5308	hound	2
5309	houphouetboigni	6
5310	hour	272
5311	hourbyhour	1
5312	houri	1
5313	hourli	1
5314	hourlong	3
5315	hous	293
5316	household	3
5317	housekeep	1
5318	housew	2
5319	housewif	1
5320	houston	11
5321	houstonbas	1
5322	hover	6
5323	howard	14
5324	hrbati	16
5325	httptravelstategov	1
5326	httptravelstategovtravelwarningshtml	1
5327	httptravelstategovwherehtml	1
5328	httpwwwadraorg	1
5329	httpwwwajwsorg	1
5330	httpwwwbiwcom	1
5331	httpwwwbnaibrithorg	1
5332	httpwwwbondjumpercom	1
5333	httpwwwcareorg	1
5334	httpwwwcarnahancom	4
5335	httpwwwcatholicrelieforg	1
5336	httpwwwcentcommil	2
5337	httpwwwcentcommilcomponentsnavcentpagehtm	2
5338	httpwwwchinfonavymilnavpalibnewsnewsstoriescolehtml	4
5339	httpwwwchristianchildrensfundorg	1
5340	httpwwwchurchworldserviceorg	1
5341	httpwwwcomiamidadeflusfirerescu	1
5342	httpwwwconcernusaorg	1
5343	httpwwwcrwrcorg	1
5344	httpwwwdefenselinkmil	1
5345	httpwwwdefenselinkmilnewsoctbbthtml	1
5346	httpwwwdirectrelieforg	1
5347	httpwwwdoctorswithoutbordersorg	1
5348	httpwwwdticmildpmo	2
5349	httpwwwdticmildpmopmseastatisticalreportshtm	2
5350	httpwwweucommiloperationsonwindexhtm	1
5351	httpwwwfhorg	1
5352	httpwwwfreepeltierorg	2
5353	httpwwwgbgmumcorg	1
5354	httpwwwgovstatem	5
5355	httpwwwgovstatemousbiohtm	1
5356	httpwwwhillaryorg	1
5357	httpwwwhousegovjudiciari	1
5358	httpwwwhqnavymilnatop	1
5359	httpwwwiamaworg	1
5360	httpwwwicblorg	1
5361	httpwwwincirlikafmil	1
5362	httpwwwinfousaidgov	1
5363	httpwwwirvingpdcom	9
5364	httpwwwjdcorg	1
5365	httpwwwjohnashcroftcom	3
5366	httpwwwjohnashcroftorg	1
5367	httpwwwkktvcom	1
5368	httpwwwlaziocom	1
5369	httpwwwlwrorg	1
5370	httpwwwmaporg	1
5371	httpwwwnationalcopsorg	1
5372	httpwwwnavstanorvanavymil	1
5373	httpwwwnavymil	4
5374	httpwwwngaorgsubtocngahtm	4
5375	httpwwwnleomfcom	1
5376	httpwwwnoparolepeltiercom	2
5377	httpwwwodcigovciapublicationsfactbookgeosvmhtml	4
5378	httpwwwohtno	1
5379	httpwwwohtnofleetindexhtml	1
5380	httpwwwopusaorg	1
5381	httpwwwoxfamamericaorg	1
5382	httpwwwpeacetreesvietnamorgdefaulthtm	1
5383	httpwwwredcrossorg	1
5384	httpwwwspearnavymilshipsddg	7
5385	httpwwwstategov	3
5386	httpwwwstategovwwwregionsneacountrycpyemenhtml	1
5387	httpwwwtdcjstatetxu	12
5388	httpwwwtdcjstatetxusindexhtm	1
5389	httpwwwunorgdeptsdpkomineundocsbantrtyhtm	1
5390	httpwwwusaorthembassyjtffahtm	2
5391	httpwwwusdojgov	1
5392	httpwwwuwintorg	1
5393	httpwwwworldconcernorg	1
5394	httpwwwworldrelieforg	1
5395	httpwwwworldvisionorg	1
5396	huaman	2
5397	huang	1
5398	hub	4
5399	hubbard	1
5400	hubbel	8
5401	hubbl	1
5402	huber	2
5403	hubert	5
5404	huckabe	1
5405	huddl	7
5406	hudson	2
5407	hue	1
5408	huff	1
5409	huffington	3
5410	huffman	1
5411	hug	14
5412	huge	77
5413	hugh	2
5414	hugo	1
5415	huh	3
5416	hulk	2
5417	hull	77
5418	hullryd	1
5419	human	60
5420	humanitarian	31
5421	humbl	7
5422	humbler	1
5423	humid	3
5424	humil	2
5425	humili	10
5426	humor	2
5427	humphrey	2
5428	hunch	2
5429	hundr	120
5430	hung	12
5431	hungari	3
5432	hunger	4
5433	hungri	11
5434	hunt	23
5435	hunta	1
5436	hunter	11
5437	huntsvil	1
5438	hurdl	4
5439	hurl	8
5440	hurrah	1
5441	hurri	4
5442	hurrican	6
5443	hurt	37
5444	hurtado	1
5445	husarova	2
5446	husband	72
5447	hush	1
5448	huski	2
5449	hussain	1
5450	hussan	1
5451	hussein	8
5452	hussian	1
5453	hut	1
5454	hutchinson	2
5455	hutchison	5
5456	hw	3
5457	hwa	1
5458	hyderabad	3
5459	hydra	1
5460	hyena	2
5461	hygien	1
5462	hymlek	1
5463	hymn	4
5464	hype	3
5465	hyperinfl	7
5466	hypothermia	2
5467	hypothet	6
5468	hyster	2
5469	hysteria	1
5470	hz	1
5471	ian	4
5472	iant	1
5473	iberoamerican	5
5474	ibrahim	2
5475	ice	3
5476	iceberg	1
5477	icg	1
5478	ick	2
5479	icn	1
5480	icon	5
5481	ida	2
5482	idaho	3
5483	idea	41
5484	ideal	12
5485	ident	31
5486	identif	23
5487	identifi	96
5488	ideolog	10
5489	ideologu	1
5490	idyl	3
5491	ignacio	4
5492	ignit	1
5493	ignomini	4
5494	ignor	22
5495	igor	26
5496	ii	27
5497	iiera	5
5498	iii	9
5499	ili	4
5500	ilic	2
5501	ilija	1
5502	ilk	1
5503	illadvis	1
5504	illconsid	1
5505	illeg	44
5506	illegitim	7
5507	illfat	1
5508	illicit	10
5509	illinoi	5
5510	illprepar	1
5511	illumin	1
5512	illus	3
5513	illustr	9
5514	illustri	2
5515	ilya	9
5516	imag	28
5517	imagin	28
5518	imam	2
5519	imbal	1
5520	imbu	1
5521	imf	2
5522	imlegitim	1
5523	immacul	1
5524	immedi	124
5525	immens	3
5526	immers	1
5527	immigr	29
5528	immin	5
5529	immobil	2
5530	immor	1
5531	immun	2
5532	impact	33
5533	imparti	5
5534	impass	6
5535	impati	3
5536	impeach	21
5537	impecc	2
5538	imped	3
5539	impedi	1
5540	impeech	1
5541	impend	3
5542	impenetr	1
5543	imper	1
5544	impercept	1
5545	imperfect	2
5546	imperi	2
5547	imperialist	4
5548	imperson	3
5549	impetu	2
5550	impich	1
5551	implement	10
5552	impli	5
5553	implic	14
5554	implicit	2
5555	implod	1
5556	implor	2
5557	imponder	1
5558	importantli	2
5559	importexport	1
5560	impos	31
5561	imposs	37
5562	impot	1
5563	impoverish	17
5564	impract	1
5565	impress	18
5566	imprimatur	1
5567	imprison	12
5568	improb	3
5569	impromptu	2
5570	improp	3
5571	improperli	1
5572	improprieti	1
5573	improv	59
5574	improvis	3
5575	impuls	2
5576	impun	4
5577	inabl	9
5578	inaccess	3
5579	inaccur	4
5580	inact	1
5581	inadequ	7
5582	inadequaci	1
5583	inadvert	1
5584	inappropri	9
5585	inaugur	26
5586	incap	2
5587	incapac	15
5588	incarcer	4
5589	incas	1
5590	incens	3
5591	incent	5
5592	incerlik	1
5593	inch	16
5594	inchon	1
5595	incid	47
5596	incident	1
5597	incirlik	2
5598	incit	7
5599	inclin	4
5600	includ	293
5601	inclus	4
5602	incom	13
5603	incompat	2
5604	incompet	1
5605	incomplet	6
5606	incomprehens	1
5607	inconceiv	2
5608	inconclus	3
5609	incorrect	2
5610	incorrectli	1
5611	incountri	1
5612	increas	42
5613	increasingli	30
5614	incred	19
5615	incredul	1
5616	incrimin	3
5617	incub	1
5618	incumb	30
5619	inde	26
5620	indecis	3
5621	indefens	1
5622	indefinit	14
5623	independ	96
5624	indepth	1
5625	index	1
5626	india	68
5627	indian	49
5628	indiana	5
5629	indianamerican	1
5630	indic	79
5631	indict	47
5632	indiffer	2
5633	indign	7
5634	indirect	1
5635	indirectli	4
5636	indiscret	1
5637	indispens	1
5638	indit	3
5639	individu	35
5640	indoamerican	1
5641	indochina	2
5642	indonesia	9
5643	indonesian	1
5644	indoor	6
5645	induc	2
5646	induct	1
5647	inducte	1
5648	indulg	1
5649	industri	28
5650	ineffect	5
5651	ineffectu	2
5652	ineffici	2
5653	inelig	1
5654	inequ	1
5655	inescap	2
5656	inevit	15
5657	inexcus	2
5658	inexpens	1
5659	inexplic	1
5660	infam	2
5661	infanc	1
5662	infant	8
5663	infect	6
5664	infest	2
5665	infight	3
5666	infiltr	10
5667	inflam	4
5668	inflamm	2
5669	inflat	19
5670	inflict	14
5671	influenc	46
5672	influencepeddl	2
5673	influenti	8
5674	influx	1
5675	inform	163
5676	infrastructur	3
5677	infuri	3
5678	ingal	3
5679	ingenu	1
5680	ingest	2
5681	inhabit	7
5682	inherit	4
5683	inhibit	2
5684	inim	1
5685	iniquit	1
5686	initi	93
5687	inject	8
5688	injur	159
5689	injuri	63
5690	injustic	2
5691	inkl	3
5692	inland	1
5693	inlay	1
5694	inmat	41
5695	inn	5
5696	innat	1
5697	inner	18
5698	innoc	30
5699	innocu	1
5700	innov	6
5701	innsbrook	2
5702	innumer	2
5703	inquir	1
5704	inquiri	30
5705	inquisit	3
5706	inquisitor	1
5707	insati	1
5708	insect	1
5709	insecur	1
5710	insepar	1
5711	insert	3
5712	insid	124
5713	insight	1
5714	insinu	1
5715	insist	91
5716	inspect	13
5717	inspector	13
5718	inspir	10
5719	inspit	1
5720	instabl	14
5721	instal	26
5722	instanc	16
5723	instant	4
5724	instantan	2
5725	instantli	15
5726	instead	72
5727	instil	1
5728	instinct	5
5729	institut	75
5730	institution	4
5731	instituto	1
5732	instruct	15
5733	instrument	11
5734	instrumentr	2
5735	insular	1
5736	insult	3
5737	insur	11
5738	insurg	17
5739	insurmount	1
5740	insurrect	3
5741	intact	6
5742	integr	6
5743	intellectu	5
5744	intellig	102
5745	intelligencegath	2
5746	intelligentia	1
5747	intend	49
5748	intens	29
5749	intensifi	15
5750	intent	33
5751	interact	2
5752	interamerican	1
5753	interced	3
5754	intercept	6
5755	intercontinent	1
5756	interdict	1
5757	interf	1
5758	interfax	8
5759	interfer	3
5760	interim	25
5761	interior	22
5762	intermediari	2
5763	intermingl	1
5764	intermitt	5
5765	intern	218
5766	internet	17
5767	internetstream	1
5768	interpret	8
5769	interraci	1
5770	interrog	16
5771	interrupt	13
5772	intersect	4
5773	interst	2
5774	intertwin	3
5775	interv	1
5776	interven	17
5777	intervent	14
5778	interview	120
5779	intifada	1
5780	intim	1
5781	intimid	7
5782	intoler	2
5783	intox	6
5784	intransit	1
5785	intric	2
5786	intricaci	1
5787	intrigu	5
5788	introduc	14
5789	introduct	2
5790	introductori	1
5791	introspect	1
5792	intrus	1
5793	intyr	2
5794	inund	2
5795	invad	2
5796	invalid	7
5797	invas	5
5798	invent	7
5799	invertedv	1
5800	invest	34
5801	investbanka	1
5802	investig	279
5803	investigat	1
5804	investor	16
5805	invigor	1
5806	invinc	2
5807	inviol	1
5808	invit	26
5809	invok	1
5810	involv	137
5811	inward	2
5812	iowa	11
5813	ipd	1
5814	ira	3
5815	iran	15
5816	irancontra	1
5817	iranian	3
5818	iranianback	2
5819	iraniraq	2
5820	iraq	24
5821	iraqi	7
5822	iraqiran	1
5823	irina	2
5824	irish	1
5825	iron	17
5826	ironfist	14
5827	ironi	1
5828	irrat	1
5829	irregular	17
5830	irrelev	2
5831	irrespons	3
5832	irrevers	4
5833	irrevoc	2
5834	irrit	1
5835	irv	24
5836	isabela	1
5837	ise	1
5838	isff	1
5839	isham	2
5840	isl	1
5841	islam	67
5842	islamabad	4
5843	islamicmilit	1
5844	islamist	1
5845	island	23
5846	islyki	1
5847	ismael	3
5848	isnt	16
5849	isol	34
5850	isolationist	1
5851	isra	40
5852	israel	72
5853	israeliegyptian	1
5854	israelipalestinian	9
5855	israelpalestinian	1
5856	issu	161
5857	issuanc	3
5858	istanbul	1
5859	itali	11
5860	italian	5
5861	itartass	4
5862	itch	2
5863	item	7
5864	itf	1
5865	ithaca	2
5866	itiner	1
5867	itinerari	4
5868	itll	2
5869	itogi	2
5870	iva	6
5871	ivan	4
5872	ivanak	1
5873	ivanov	20
5874	ivashkov	1
5875	ivo	1
5876	ivoirian	6
5877	ivoirit	2
5878	ivon	2
5879	ivori	51
5880	ivorian	24
5881	ivorianborn	3
5882	iwo	2
5883	izetbegov	1
5884	ja	1
5885	jaar	2
5886	jack	20
5887	jacket	6
5888	jackhamm	2
5889	jacki	4
5890	jackson	4
5891	jacksonvil	2
5892	jacob	1
5893	jacobson	1
5894	jacqu	7
5895	jag	8
5896	jagdishthandra	1
5897	jagland	3
5898	jai	1
5899	jail	55
5900	jailbreak	1
5901	jaim	5
5902	jaisalm	1
5903	jakarta	1
5904	jake	25
5905	jalpataua	5
5906	jam	13
5907	jamal	6
5908	jambiya	1
5909	jame	56
5910	jami	2
5911	jan	42
5912	jana	1
5913	janata	3
5914	jane	9
5915	janel	1
5916	janet	16
5917	janett	2
5918	jang	2
5919	jangonibi	1
5920	janiss	3
5921	janitor	1
5922	jankov	1
5923	januari	22
5924	japan	64
5925	japanes	36
5926	jarcob	1
5927	jason	1
5928	jauntier	1
5929	javier	7
5930	jay	3
5931	jayantil	1
5932	jayn	5
5933	jayshre	1
5934	jaysukhlalani	1
5935	jazera	1
5936	jd	1
5937	jealous	1
5938	jean	50
5939	jeanbaptist	1
5940	jeann	1
5941	jeanni	2
5942	jeanpierr	2
5943	jeanren	2
5944	jeanyv	1
5945	jeb	2
5946	jeep	11
5947	jeevan	1
5948	jeff	4
5949	jefferson	15
5950	jefford	2
5951	jehangir	1
5952	jelena	8
5953	jen	4
5954	jenna	2
5955	jenni	1
5956	jennif	44
5957	jeopard	1
5958	jeopardi	2
5959	jerica	1
5960	jerk	1
5961	jerom	3
5962	jerri	9
5963	jerrold	1
5964	jerryrig	1
5965	jersey	19
5966	jerudong	1
5967	jerusalem	10
5968	jess	2
5969	jessi	2
5970	jesu	2
5971	jet	19
5972	jethwa	1
5973	jew	5
5974	jewel	1
5975	jewelri	3
5976	jewish	12
5977	jhonni	1
5978	jiang	7
5979	jiddah	1
5980	jig	1
5981	jihad	20
5982	jihadi	1
5983	jihadist	2
5984	jim	51
5985	jima	2
5986	jimen	1
5987	jimmi	10
5988	jingqian	1
5989	jiri	11
5990	jiten	1
5991	jitsukawa	1
5992	jo	9
5993	joachim	1
5994	joan	4
5995	job	102
5996	jobe	1
5997	jobless	2
5998	jobrel	1
5999	jochamowitz	2
6000	jockey	1
6001	jocular	1
6002	jodi	3
6003	joe	5
6004	joel	1
6005	joerg	1
6006	jog	1
6007	johann	1
6008	johansson	3
6009	john	135
6010	johnn	1
6011	johnni	1
6012	johnson	14
6013	join	117
6014	joint	31
6015	jointli	1
6016	joke	16
6017	jolt	8
6018	jon	14
6019	jonathan	12
6020	jone	13
6021	jong	2
6022	jordan	11
6023	jordanian	4
6024	jorg	3
6025	joschka	2
6026	jose	16
6027	joseph	43
6028	josh	1
6029	joshi	1
6030	joshua	3
6031	josip	1
6032	jospin	1
6033	jostl	2
6034	journalist	37
6035	journey	19
6036	journeyni	1
6037	joust	2
6038	jovanov	1
6039	jovic	1
6040	joy	12
6041	joyou	4
6042	joyous	1
6043	joyrid	1
6044	joytosna	3
6045	jr	26
6046	jrm	1
6047	juan	17
6048	juana	1
6049	juarez	1
6050	jubil	13
6051	judd	4
6052	judg	63
6053	judgement	1
6054	judgeship	1
6055	judgment	9
6056	judi	3
6057	judici	24
6058	judiciari	12
6059	judith	4
6060	juelusspeak	1
6061	jug	1
6062	juggler	1
6063	jugic	1
6064	jukic	1
6065	jul	1
6066	juli	60
6067	julio	4
6068	jumbl	2
6069	jump	17
6070	jumper	1
6071	jumpstart	1
6072	junction	1
6073	june	41
6074	jungl	1
6075	junior	9
6076	junk	10
6077	junta	22
6078	juntaback	6
6079	jurenovich	3
6080	jurgua	1
6081	juri	12
6082	jurisdict	2
6083	jurisprud	1
6084	jurist	1
6085	juror	2
6086	juryrig	2
6087	justic	101
6088	justif	5
6089	justifi	12
6090	justin	7
6091	kafelnikov	29
6092	kaffu	1
6093	kahn	4
6094	kalamazoo	2
6095	kalashnikov	2
6096	kalemegdan	1
6097	kalmen	1
6098	kaluga	1
6099	kamarau	1
6100	kamikaz	3
6101	kamisar	1
6102	kan	3
6103	kandahar	3
6104	kansa	14
6105	kansara	1
6106	karachi	3
6107	karadich	1
6108	karadjordjev	1
6109	karadz	3
6110	karamo	1
6111	karat	1
6112	karen	1
6113	karim	1
6114	karin	2
6115	karisma	1
6116	karita	1
6117	karl	2
6118	karol	3
6119	karuth	1
6120	kashmir	2
6121	kasich	1
6122	kasra	1
6123	katarina	1
6124	kathi	1
6125	kathia	3
6126	kathleen	4
6127	kati	3
6128	katmandu	1
6129	katzenbach	1
6130	kay	5
6131	kcep	3
6132	kearney	1
6133	keedysvil	1
6134	keel	7
6135	keeler	1
6136	keen	2
6137	keenwit	1
6138	keith	11
6139	kelli	2
6140	kemba	2
6141	kemp	4
6142	kendal	1
6143	kendel	1
6144	kenedi	19
6145	kennedi	22
6146	kenneth	22
6147	kenni	1
6148	kent	4
6149	kentucki	6
6150	kenya	39
6151	kenyan	2
6152	kenzo	3
6153	kept	62
6154	kera	1
6155	kerchief	1
6156	kerrey	1
6157	kerri	2
6158	keshubhai	4
6159	ketan	1
6160	kevin	6
6161	key	70
6162	keyboard	3
6163	keyston	2
6164	kft	1
6165	kgb	5
6166	kha	7
6167	khai	1
6168	khaldei	1
6169	khale	4
6170	khalifa	3
6171	khoan	1
6172	khobar	8
6173	khou	1
6174	khoutv	1
6175	kick	14
6176	kickback	6
6177	kid	9
6178	kidnap	31
6179	kidnapp	6
6180	kidney	6
6181	kiefer	4
6182	kieli	1
6183	kielli	1
6184	kill	431
6185	killer	21
6186	kilomet	3
6187	kim	20
6188	kinda	2
6189	kinder	1
6190	kingdom	3
6191	kingsvil	1
6192	kinship	1
6193	kipper	1
6194	kirk	17
6195	kirti	1
6196	kiss	8
6197	kissimme	1
6198	kit	12
6199	kitchen	11
6200	kitkat	1
6201	kitti	2
6202	kktv	4
6203	kktvtv	1
6204	klebanov	9
6205	klempson	1
6206	kline	2
6207	klink	3
6208	kmov	5
6209	knack	2
6210	knee	2
6211	kneel	2
6212	knez	1
6213	knife	5
6214	knifeedg	1
6215	knippschild	1
6216	knive	4
6217	knock	28
6218	knockout	1
6219	knot	1
6220	knowingli	1
6221	knowledg	16
6222	knoxvil	5
6223	kobe	1
