109
t_index	tf-idf
0	0.1513163260396236
6	0.20151125385198515
188	0.061060974909743104
287	0.0620826399921475
348	0.04558100509840334
413	0.12611952078705158
473	0.0975896093502068
478	0.02714558294785321
554	0.0375305366106369
586	0.05915198090777907
661	0.12756298657722612
778	0.031507440415079274
881	0.13632963742611398
1040	0.05715595115282963
1054	0.07706932860565713
1134	0.0650696190389214
1236	0.20998375747932294
1360	0.12134294881260434
1387	0.05089892241025074
1631	0.08172029935755047
1642	0.08549003253274515
2160	0.14363287810376377
2251	0.05089892241025074
2275	0.10138403838341713
2418	0.057397947546895846
2467	0.07102436241572802
2560	0.0705033439192355
2585	0.07210564878838215
2591	0.04762547714312997
2709	0.042411258933386195
2820	0.20849257309307254
3254	0.13632963742611398
3704	0.0994709015913768
3727	0.05825718198883309
3739	0.06173669307034762
4206	0.07383626988780928
4265	0.12134294881260434
4431	0.057397947546895846
4618	0.0994709015913768
4708	0.04969356054162206
4858	0.05331598914325962
4965	0.08352311158027856
4980	0.051964222666581746
5112	0.08087229963727002
5158	0.06547376578413233
5213	0.04891393106697713
5246	0.026870149651837226
5613	0.07777828462267988
5802	0.02956264968086209
6009	0.09051658862278895
6134	0.10924337199514268
6297	0.09276497323618951
6343	0.06547376578413233
6439	0.06315498643441085
6454	0.032372404609625136
6531	0.056302968190033525
6591	0.035196572485404407
6843	0.08005630765243106
6914	0.27829491970856857
7198	0.03775575970282053
7348	0.09276497323618951
7604	0.10121522887719703
7677	0.04981835844262656
7717	0.037197040723642424
7913	0.051367722454855665
8002	0.06673361074404083
8009	0.041450157535797616
8397	0.1513163260396236
8398	0.14076685804954167
8401	0.10153162408507739
8430	0.06073087351546962
8496	0.06279159600917023
8906	0.11651831269858705
8938	0.05218372933715207
8974	0.10153162408507739
9117	0.054757938112901444
9200	0.10380964711482857
9213	0.07444535865410609
9328	0.049104427641497896
9426	0.06901163377379199
9589	0.09005879321851339
9887	0.19171797650155933
9950	0.054266525565635756
10032	0.10380964711482857
10103	0.027007427708828628
10329	0.11259160983191069
10649	0.10924337199514268
10682	0.13632963742611398
10714	0.05331598914325962
10936	0.07926999476812338
11035	0.12756298657722612
11159	0.08882295850131894
11235	0.09005879321851339
11373	0.08172029935755047
11493	0.03643832353081802
11594	0.05089892241025074
11721	0.05089892241025074
11870	0.06040573624045618
12083	0.08549003253274515
12291	0.06618037483291798
12426	0.0715582468580581
12428	0.07777828462267988
12610	0.04988365508535479
12620	0.17219384264068754
12636	0.049104427641497896
12687	0.10924337199514268
12723	0.20306324817015478
12842	0.07102436241572802
12963	0.13127287512860375
