260
t_index	tf-idf
4	0.03493285289589036
202	0.05320310479748173
204	0.13963285007588636
230	0.038416563572346976
394	0.06502091069725885
412	0.02213449977220576
457	0.060839753666979815
535	0.03857114763799442
543	0.045718882792169936
638	0.04363436472925736
659	0.09516582729314663
660	0.03723772820976014
663	0.048424383627964654
701	0.07561389215288906
710	0.023061098423260862
744	0.023511475768093502
754	0.04180558503120426
778	0.0751356237794723
924	0.032687687881859176
998	0.027110890593474057
1011	0.0536920185128043
1040	0.02725989789079538
1210	0.05557211878214017
1213	0.026601552398740864
1239	0.05557211878214017
1392	0.049510861482525266
1447	0.07695795997659345
1460	0.023149614005893437
1560	0.02576659925905558
1613	0.03642997008055678
1681	0.024994216814838995
1800	0.021210419007150354
1845	0.04183984173164644
1908	0.05072544038890781
1962	0.03818196929807074
1964	0.02977730609355482
2078	0.04544748512260635
2106	0.05072544038890781
2124	0.0536920185128043
2187	0.045718882792169936
2188	0.19698274102226637
2217	0.025881818357846222
2224	0.02341981292401104
2233	0.05787317554308333
2400	0.0871554104694646
2405	0.060839753666979815
2406	0.06763617258974293
2441	0.03580480885546766
2461	0.027242255453539886
2496	0.07101177863100276
2541	0.05072544038890781
2583	0.024176997131046842
2782	0.031226987458031992
2794	0.017029261976871327
2805	0.03224881305027776
2811	0.027110890593474057
2923	0.04077352420034101
2924	0.05585659231464021
2982	0.048424383627964654
3042	0.017953342741926732
3198	0.03857114763799442
3264	0.03550588931550138
3275	0.06493183169861341
3306	0.060839753666979815
3314	0.023511475768093502
3350	0.05955461218710964
3403	0.01402592088334068
3432	0.01861886410488007
3699	0.06502091069725885
3707	0.0536920185128043
3724	0.07561389215288906
3769	0.03291433441323109
3897	0.02977730609355482
3993	0.046122196846521725
3998	0.023886498989719705
4067	0.03580480885546766
4072	0.027510114722853234
4083	0.035272050668699303
4135	0.018504918171355633
4140	0.06502091069725885
4247	0.033477527671088386
4276	0.01132889218445454
4332	0.015913363269085348
4424	0.04236312632834976
4445	0.03412891331961363
4453	0.05613531203999746
4528	0.03983542303603469
4595	0.023061098423260862
4906	0.044243226597685634
4935	0.044243226597685634
4949	0.020362379568677723
4951	0.060839753666979815
5011	0.04180558503120426
5049	0.07795118342569199
5106	0.03744508431424446
5110	0.019641883284957546
5210	0.025209057961910083
5213	0.02332895769257421
5239	0.11571344291398326
5246	0.05126168114049212
5279	0.01636374061391799
5304	0.11402612340632062
5310	0.02872320678588225
5363	0.049510861482525266
5387	0.046544283358628785
5434	0.03983542303603469
5524	0.022461892414644438
5662	0.05072544038890781
5675	0.019641883284957546
5695	0.1667163563464205
5712	0.022461892414644438
5729	0.027646699528391463
5778	0.06840006340547729
5835	0.07879309640890655
5899	0.030845017788140066
5911	0.033625789046165505
5932	0.05557211878214017
6016	0.0435777052347323
6027	0.033383142508386594
6045	0.03857114763799442
6057	0.03939654820445328
6087	0.02457751357223428
6144	0.04180558503120426
6178	0.03675736272299546
6184	0.019229853453934683
6185	0.04077352420034101
6202	0.05787317554308333
6373	0.027242255453539886
6375	0.03580480885546766
6430	0.018676312732909286
6449	0.02297333617386897
6501	0.05063636139026238
6526	0.02181718236462868
6579	0.046544283358628785
6598	0.031827856558670486
6671	0.04363436472925736
6684	0.060839753666979815
6834	0.025998339394907703
6849	0.01191000378228598
6907	0.026356016940349003
6982	0.041276648473789146
6984	0.034389990607715394
7091	0.05072544038890781
7095	0.03314607454908322
7121	0.03291433441323109
7176	0.0652180666936964
7278	0.060839753666979815
7341	0.034355277334251234
7343	0.04739456526792911
7413	0.10145088077781562
7416	0.029282234926381275
7422	0.16722234012481704
7496	0.07216864585143434
7498	0.03142341248381891
7505	0.28541466940238713
7617	0.02896491751880419
7639	0.058889264031772956
7640	0.026601552398740864
7642	0.05557211878214017
7662	0.026853077113616192
7671	0.28541466940238713
7804	0.04295254400964318
7884	0.02977730609355482
7911	0.02213449977220576
7912	0.04542873206872048
8075	0.046544283358628785
8092	0.05072544038890781
8276	0.2257416913519443
8285	0.0871554104694646
8301	0.048424383627964654
8329	0.030845017788140066
8331	0.041276648473789146
8361	0.047022951536187005
8385	0.11574635108616665
8399	0.00844030138494136
8496	0.029947756289334607
8595	0.030476692846749726
8617	0.0846575857484048
8798	0.022800021135159096
8836	0.06319244106565687
8895	0.032687687881859176
8963	0.06502091069725885
9149	0.04180558503120426
9150	0.0536920185128043
9161	0.04495468123062004
9211	0.024176997131046842
9241	0.02197462056870025
9441	0.010358903262391252
9468	0.024783760488525163
9555	0.034657849877028746
9606	0.046544283358628785
9627	0.03983542303603469
9655	0.04180558503120426
9656	0.030845017788140066
9685	0.0435777052347323
9698	0.03857114763799442
9744	0.029282234926381275
9787	0.016738763835544193
9819	0.1485325844475758
9899	0.02960962756881995
9960	0.05557211878214017
10063	0.020991781798169833
10103	0.01288089353402805
10172	0.050418115923820166
10174	0.030659210922269017
10204	0.054676329046929206
10213	0.016001878851717923
10219	0.0439492411374005
10241	0.08848645319537127
10338	0.06502091069725885
10372	0.05502022944570647
10373	0.04236312632834976
10459	0.05210241638479556
10509	0.05072544038890781
10568	0.03857114763799442
10622	0.047441544857434244
10681	0.02332895769257421
10715	0.022545390863247642
10717	0.03521539117417424
10720	0.04180558503120426
10729	0.04180558503120426
10768	0.030476692846749726
10789	0.03983542303603469
10804	0.03012107132804448
10817	0.11342083822933359
10904	0.048551354659286804
10913	0.022714443863434138
10985	0.05787317554308333
11000	0.045718882792169936
11015	0.08642954068930576
11017	0.026853077113616192
11018	0.032687687881859176
11232	0.14321923542187065
11234	0.05955461218710964
11237	0.02468012140449497
11244	0.021064147021885624
11318	0.10690619157410668
11437	0.08420296805999619
11438	0.019208281786173488
11442	0.05210241638479556
11503	0.22688152165719075
11659	0.03419042906158548
11671	0.06169003557628013
11699	0.02834753147849679
11800	0.03818196929807074
11894	0.07714229527598884
11937	0.03012107132804448
12148	0.011050172459097283
12321	0.0536920185128043
12334	0.04077352420034101
12365	0.06537537576371835
12413	0.0536920185128043
12577	0.028809846896435252
12662	0.11058679811356585
12675	0.03758435828717989
12676	0.011022710386780168
12677	0.05824471144575153
12838	0.02977730609355482
12850	0.1348640436918601
12958	0.03612264561546915
