82
t_index	tf-idf
76	0.07737272767875698
114	0.13324098906278847
202	0.09197143412215888
287	0.10237146578920271
367	0.11889895402453542
557	0.061336237994737065
742	0.0909082807156146
746	0.10123954798249782
858	0.12379050551437007
1040	0.047123789346194996
1202	0.11711596169494867
1248	0.20474293157840542
1252	0.2391923143387621
1690	0.09154445397424991
2063	0.04978470676711572
2160	0.142106472297544
2373	0.11301346205548524
2525	0.15296524576413054
2709	0.06993424802046629
2869	0.1282528739821736
2964	0.16092085253204413
2972	0.11220240537358739
2983	0.15296524576413054
3235	0.11625682575620686
3314	0.08128789298861742
3780	0.07597441448903242
3855	0.11541790666871181
3858	0.1137905519236233
3923	0.08034548350561471
3946	0.05837075891373958
3993	0.07973077144625403
4067	0.12379050551437007
4076	0.11799631299654112
4186	0.09753894149202098
4206	0.12175266995376276
4222	0.11459827479630359
4255	0.0937324051933442
4547	0.17977180602869333
4972	0.07208119588113827
5117	0.044647750849410625
5232	0.07307853129738702
5417	0.09464661980242323
5688	0.06879509628531649
5750	0.12485483578193607
6013	0.07973077144625403
6184	0.03324236821985315
6849	0.04117730092733333
7029	0.08830109027352832
7135	0.07737272767875698
7275	0.070635629647759
7277	0.10664266802839
7604	0.11126622344731556
7819	0.14270868477849807
8361	0.08128789298861742
8398	0.15474545535751397
8435	0.10354050220021667
8794	0.024744945942485552
8894	0.1307126365525313
8968	0.07708864317792544
9322	0.07823882086529502
9486	0.13075335890558046
9744	0.10123954798249782
9856	0.053235407334710355
9986	0.08869073804502259
10050	0.08678373718617335
10103	0.044534026937295496
10329	0.24754463052294146
10953	0.07462888060756777
11008	0.10014246399997913
11017	0.09284104836111383
11167	0.07624972409043043
11492	0.08462232293608866
11493	0.0600851476551715
11519	0.07973077144625403
11690	0.24951377867423938
11699	0.04900396572389133
12291	0.054564222615062816
12308	0.15542500833448822
12423	0.08393002125694603
12426	0.11799631299654112
12887	0.0853283344466706
12963	0.05411575863630281
